LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2021-09-06 22:38:53,1900-01-00 00:00:00,,A4:97:33:08:59:41,-41, ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:53,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:54,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:54,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:55,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:55,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:56,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:56,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:56,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:56,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:56,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:56,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:56,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:56,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:57,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:57,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:57,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:57,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:57,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:57,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-06 22:38:57,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
