LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2021-09-08 02:59:31,1900-01-00 00:00:00,,A4:97:33:08:59:41,-30, ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-46,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-46,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-46,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 02:59:32,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
